ID ,TX,RX,Freq (MHz),TX Lat (D.M),TX Long (D.M),RX Lat (D.M),RX Long (D.M),Distance (km),SSN,Year,Month
28,BRACKNELL,LUECHOW,11.1,52.03N,1.13W,52.59N,11.13E,847,77,78,4
28,BRACKNELL,LUECHOW,11.1,52.03N,1.13W,52.59N,11.13E,847,97,78,7
28,BRACKNELL,LUECHOW,11.1,52.03N,1.13W,52.59N,11.13E,847,111,78,10
28,BRACKNELL,LUECHOW,11.1,52.03N,1.13W,52.59N,11.13E,847,164,80,1
28,BRACKNELL,LUECHOW,11.1,52.03N,1.13W,52.59N,11.13E,847,159,80,4
29,BRACKNELL,LUECHOW,14.4,52.03N,1.13W,52.59N,11.13E,847,15,76,1
29,BRACKNELL,LUECHOW,14.4,52.03N,1.13W,52.59N,11.13E,847,13,76,4
29,BRACKNELL,LUECHOW,14.4,52.03N,1.13W,52.59N,11.13E,847,13,76,7
29,BRACKNELL,LUECHOW,14.4,52.03N,1.13W,52.59N,11.13E,847,61,78,1
29,BRACKNELL,LUECHOW,14.4,52.03N,1.13W,52.59N,11.13E,847,77,78,4
29,BRACKNELL,LUECHOW,14.4,52.03N,1.13W,52.59N,11.13E,847,97,78,7
29,BRACKNELL,LUECHOW,14.4,52.03N,1.13W,52.59N,11.13E,847,164,80,1
29,BRACKNELL,LUECHOW,14.4,52.03N,1.13W,52.59N,11.13E,847,159,80,4
30,BRACKNELL,LUECHOW,18.3,52.03N,1.13W,52.59N,11.13E,847,15,76,1
30,BRACKNELL,LUECHOW,18.3,52.03N,1.13W,52.59N,11.13E,847,13,76,4
30,BRACKNELL,LUECHOW,18.3,52.03N,1.13W,52.59N,11.13E,847,13,76,7
30,BRACKNELL,LUECHOW,18.3,52.03N,1.13W,52.59N,11.13E,847,61,78,1
30,BRACKNELL,LUECHOW,18.3,52.03N,1.13W,52.59N,11.13E,847,77,78,4
30,BRACKNELL,LUECHOW,18.3,52.03N,1.13W,52.59N,11.13E,847,97,78,7
30,BRACKNELL,LUECHOW,18.3,52.03N,1.13W,52.59N,11.13E,847,111,78,10
30,BRACKNELL,LUECHOW,18.3,52.03N,1.13W,52.59N,11.13E,847,164,80,1
30,BRACKNELL,LUECHOW,18.3,52.03N,1.13W,52.59N,11.13E,847,159,80,4
31,XIAN,BEIJING,7.3,34.12N,108.54E,39.57N,116.27E,925,140,81,7
31,XIAN,BEIJING,7.3,34.12N,108.54E,39.57N,116.27E,925,142,81,10
31,XIAN,BEIJING,7.3,34.12N,108.54E,39.57N,116.27E,925,137,82,1
31,XIAN,BEIJING,7.3,34.12N,108.54E,39.57N,116.27E,925,124,82,4
31,XIAN,BEIJING,7.3,34.12N,108.54E,39.57N,116.27E,925,115,82,7
31,XIAN,BEIJING,7.3,34.12N,108.54E,39.57N,116.27E,925,96,82,10
32,HYDERABAD,TRIVANDRUM,4.8,17.20N,78.33E,8.29N,76.59E,999,155,80,6
32,HYDERABAD,TRIVANDRUM,4.8,17.20N,78.33E,8.29N,76.59E,999,150,80,9
32,HYDERABAD,TRIVANDRUM,4.8,17.20N,78.33E,8.29N,76.59E,999,150,80,10
32,HYDERABAD,TRIVANDRUM,4.8,17.20N,78.33E,8.29N,76.59E,999,148,80,11
32,HYDERABAD,TRIVANDRUM,4.8,17.20N,78.33E,8.29N,76.59E,999,143,80,12
32,HYDERABAD,TRIVANDRUM,4.8,17.20N,78.33E,8.29N,76.59E,999,140,81,1
32,HYDERABAD,TRIVANDRUM,4.8,17.20N,78.33E,8.29N,76.59E,999,142,81,2
32,HYDERABAD,TRIVANDRUM,4.8,17.20N,78.33E,8.29N,76.59E,999,143,81,3
32,HYDERABAD,TRIVANDRUM,4.8,17.20N,78.33E,8.29N,76.59E,999,143,81,5
32,HYDERABAD,TRIVANDRUM,4.8,17.20N,78.33E,8.29N,76.59E,999,142,81,6
32,HYDERABAD,TRIVANDRUM,4.8,17.20N,78.33E,8.29N,76.59E,999,140,81,7
32,HYDERABAD,TRIVANDRUM,4.8,17.20N,78.33E,8.29N,76.59E,999,141,81,8
33,SANWA,WAKKANAI,5.0,36.11N,139.51E,45.23N,141.41E,1035,93,83,1
33,SANWA,WAKKANAI,5.0,36.11N,139.51E,45.23N,141.41E,1035,82,83,4
33,SANWA,WAKKANAI,5.0,36.11N,139.51E,45.23N,141.41E,1035,66,83,7
33,SANWA,WAKKANAI,5.0,36.11N,139.51E,45.23N,141.41E,1035,68,83,10
33,SANWA,WAKKANAI,5.0,36.11N,139.51E,45.23N,141.41E,1035,60,84,1
33,SANWA,WAKKANAI,5.0,36.11N,139.51E,45.23N,141.41E,1035,44,84,7
33,SANWA,WAKKANAI,5.0,36.11N,139.51E,45.23N,141.41E,1035,29,84,10
34,BEIJING,SHANGHAI,4.8,39.57N,116.27E,31.15N,121.29E,1069,86,83,3
34,BEIJING,SHANGHAI,4.8,39.57N,116.27E,31.15N,121.29E,1069,71,83,6
34,BEIJING,SHANGHAI,4.8,39.57N,116.27E,31.15N,121.29E,1069,68,83,9
34,BEIJING,SHANGHAI,4.8,39.57N,116.27E,31.15N,121.29E,1069,64,83,12
34,BEIJING,SHANGHAI,4.8,39.57N,116.27E,31.15N,121.29E,1069,50,84,4
34,BEIJING,SHANGHAI,4.8,39.57N,116.27E,31.15N,121.29E,1069,44,84,7
34,BEIJING,SHANGHAI,4.8,39.57N,116.27E,31.15N,121.29E,1069,29,84,10
35,BEIJING,SHANGHAI,5.0,39.57N,116.27E,31.15N,121.29E,1069,86,83,3
35,BEIJING,SHANGHAI,5.0,39.57N,116.27E,31.15N,121.29E,1069,71,83,6
35,BEIJING,SHANGHAI,5.0,39.57N,116.27E,31.15N,121.29E,1069,68,83,9
35,BEIJING,SHANGHAI,5.0,39.57N,116.27E,31.15N,121.29E,1069,64,83,12
35,BEIJING,SHANGHAI,5.0,39.57N,116.27E,31.15N,121.29E,1069,50,84,4
35,BEIJING,SHANGHAI,5.0,39.57N,116.27E,31.15N,121.29E,1069,44,84,7
35,BEIJING,SHANGHAI,5.0,39.57N,116.27E,31.15N,121.29E,1069,29,84,10
36,BEIJING,SHANGHAI,6.2,39.57N,116.27E,31.15N,121.29E,1069,140,81,1
36,BEIJING,SHANGHAI,6.2,39.57N,116.27E,31.15N,121.29E,1069,143,81,4
36,BEIJING,SHANGHAI,6.2,39.57N,116.27E,31.15N,121.29E,1069,86,83,3
36,BEIJING,SHANGHAI,6.2,39.57N,116.27E,31.15N,121.29E,1069,71,83,6
36,BEIJING,SHANGHAI,6.2,39.57N,116.27E,31.15N,121.29E,1069,68,83,9
36,BEIJING,SHANGHAI,6.2,39.57N,116.27E,31.15N,121.29E,1069,64,83,12
36,BEIJING,SHANGHAI,6.2,39.57N,116.27E,31.15N,121.29E,1069,50,84,4
36,BEIJING,SHANGHAI,6.2,39.57N,116.27E,31.15N,121.29E,1069,44,84,7
36,BEIJING,SHANGHAI,6.2,39.57N,116.27E,31.15N,121.29E,1069,29,84,10
37,BEIJING,SHANGHAI,7.3,39.57N,116.27E,31.15N,121.29E,1069,143,81,4
37,BEIJING,SHANGHAI,7.3,39.57N,116.27E,31.15N,121.29E,1069,86,83,3
37,BEIJING,SHANGHAI,7.3,39.57N,116.27E,31.15N,121.29E,1069,71,83,6
37,BEIJING,SHANGHAI,7.3,39.57N,116.27E,31.15N,121.29E,1069,68,83,9
37,BEIJING,SHANGHAI,7.3,39.57N,116.27E,31.15N,121.29E,1069,64,83,12
37,BEIJING,SHANGHAI,7.3,39.57N,116.27E,31.15N,121.29E,1069,50,84,4
37,BEIJING,SHANGHAI,7.3,39.57N,116.27E,31.15N,121.29E,1069,44,84,7
38,BEIJING,SHANGHAI,9.7,39.57N,116.27E,31.15N,121.29E,1069,140,81,1
38,BEIJING,SHANGHAI,9.7,39.57N,116.27E,31.15N,121.29E,1069,143,81,4
38,BEIJING,SHANGHAI,9.7,39.57N,116.27E,31.15N,121.29E,1069,140,81,7
38,BEIJING,SHANGHAI,9.7,39.57N,116.27E,31.15N,121.29E,1069,142,81,10
38,BEIJING,SHANGHAI,9.7,39.57N,116.27E,31.15N,121.29E,1069,137,82,1
38,BEIJING,SHANGHAI,9.7,39.57N,116.27E,31.15N,121.29E,1069,124,82,4
38,BEIJING,SHANGHAI,9.7,39.57N,116.27E,31.15N,121.29E,1069,115,82,7
38,BEIJING,SHANGHAI,9.7,39.57N,116.27E,31.15N,121.29E,1069,96,82,10
38,BEIJING,SHANGHAI,9.7,39.57N,116.27E,31.15N,121.29E,1069,86,83,3
38,BEIJING,SHANGHAI,9.7,39.57N,116.27E,31.15N,121.29E,1069,71,83,6
38,BEIJING,SHANGHAI,9.7,39.57N,116.27E,31.15N,121.29E,1069,68,83,9
38,BEIJING,SHANGHAI,9.7,39.57N,116.27E,31.15N,121.29E,1069,64,83,12
38,BEIJING,SHANGHAI,9.7,39.57N,116.27E,31.15N,121.29E,1069,50,84,4
38,BEIJING,SHANGHAI,9.7,39.57N,116.27E,31.15N,121.29E,1069,44,84,7
38,BEIJING,SHANGHAI,9.7,39.57N,116.27E,31.15N,121.29E,1069,29,84,10
39,BEIJING,SHANGHAI,11.7,39.57N,116.27E,31.15N,121.29E,1069,86,83,3
39,BEIJING,SHANGHAI,11.7,39.57N,116.27E,31.15N,121.29E,1069,71,83,6
39,BEIJING,SHANGHAI,11.7,39.57N,116.27E,31.15N,121.29E,1069,68,83,9
39,BEIJING,SHANGHAI,11.7,39.57N,116.27E,31.15N,121.29E,1069,64,83,12
39,BEIJING,SHANGHAI,11.7,39.57N,116.27E,31.15N,121.29E,1069,50,84,4
39,BEIJING,SHANGHAI,11.7,39.57N,116.27E,31.15N,121.29E,1069,44,84,7
39,BEIJING,SHANGHAI,11.7,39.57N,116.27E,31.15N,121.29E,1069,29,84,10
40,BEIJING,SHANGHAI,12.0,39.57N,116.27E,31.15N,121.29E,1069,86,83,3
40,BEIJING,SHANGHAI,12.0,39.57N,116.27E,31.15N,121.29E,1069,71,83,6
40,BEIJING,SHANGHAI,12.0,39.57N,116.27E,31.15N,121.29E,1069,68,83,9
40,BEIJING,SHANGHAI,12.0,39.57N,116.27E,31.15N,121.29E,1069,64,83,12
40,BEIJING,SHANGHAI,12.0,39.57N,116.27E,31.15N,121.29E,1069,50,84,4
40,BEIJING,SHANGHAI,12.0,39.57N,116.27E,31.15N,121.29E,1069,44,84,7
40,BEIJING,SHANGHAI,12.0,39.57N,116.27E,31.15N,121.29E,1069,29,84,10
41,PLYMOUTH,LUECHOW,6.4,50.25N,4.49W,52.59N,11.13E,1139,14,76,10
41,PLYMOUTH,LUECHOW,6.4,50.25N,4.49W,52.59N,11.13E,1139,17,77,1
41,PLYMOUTH,LUECHOW,6.4,50.25N,4.49W,52.59N,11.13E,1139,22,77,4
42,PLYMOUTH,LUECHOW,12.8,50.25N,4.49W,52.59N,11.13E,1139,14,76,10
42,PLYMOUTH,LUECHOW,12.8,50.25N,4.49W,52.59N,11.13E,1139,17,77,1
42,PLYMOUTH,LUECHOW,12.8,50.25N,4.49W,52.59N,11.13E,1139,22,77,4
43,PLYMOUTH,LUECHOW,16.9,50.25N,4.49W,52.59N,11.13E,1139,14,76,10
43,PLYMOUTH,LUECHOW,16.9,50.25N,4.49W,52.59N,11.13E,1139,17,77,1
43,PLYMOUTH,LUECHOW,16.9,50.25N,4.49W,52.59N,11.13E,1139,22,77,4
44,PLYMOUTH,LUECHOW,22.4,50.25N,4.49W,52.59N,11.13E,1139,14,76,10
44,PLYMOUTH,LUECHOW,22.4,50.25N,4.49W,52.59N,11.13E,1139,17,77,1
44,PLYMOUTH,LUECHOW,22.4,50.25N,4.49W,52.59N,11.13E,1139,22,77,4
45,XIAN,SHANGHAI,7.1,34.12N,108.54E,31.15N,121.29E,1221,86,83,3
45,XIAN,SHANGHAI,7.1,34.12N,108.54E,31.15N,121.29E,1221,71,83,6
45,XIAN,SHANGHAI,7.1,34.12N,108.54E,31.15N,121.29E,1221,68,83,9
45,XIAN,SHANGHAI,7.1,34.12N,108.54E,31.15N,121.29E,1221,64,83,12
45,XIAN,SHANGHAI,7.1,34.12N,108.54E,31.15N,121.29E,1221,50,84,4
45,XIAN,SHANGHAI,7.1,34.12N,108.54E,31.15N,121.29E,1221,44,84,7
45,XIAN,SHANGHAI,7.1,34.12N,108.54E,31.15N,121.29E,1221,29,84,10
46,XIAN,SHANGHAI,7.3,34.12N,108.54E,31.15N,121.29E,1221,140,81,1
46,XIAN,SHANGHAI,7.3,34.12N,108.54E,31.15N,121.29E,1221,140,81,7
46,XIAN,SHANGHAI,7.3,34.12N,108.54E,31.15N,121.29E,1221,142,81,10
46,XIAN,SHANGHAI,7.3,34.12N,108.54E,31.15N,121.29E,1221,137,82,1
46,XIAN,SHANGHAI,7.3,34.12N,108.54E,31.15N,121.29E,1221,124,82,4
46,XIAN,SHANGHAI,7.3,34.12N,108.54E,31.15N,121.29E,1221,115,82,7
46,XIAN,SHANGHAI,7.3,34.12N,108.54E,31.15N,121.29E,1221,96,82,10
46,XIAN,SHANGHAI,7.3,34.12N,108.54E,31.15N,121.29E,1221,86,83,3
46,XIAN,SHANGHAI,7.3,34.12N,108.54E,31.15N,121.29E,1221,71,83,6
46,XIAN,SHANGHAI,7.3,34.12N,108.54E,31.15N,121.29E,1221,68,83,9
46,XIAN,SHANGHAI,7.3,34.12N,108.54E,31.15N,121.29E,1221,64,83,12
46,XIAN,SHANGHAI,7.3,34.12N,108.54E,31.15N,121.29E,1221,50,84,4
46,XIAN,SHANGHAI,7.3,34.12N,108.54E,31.15N,121.29E,1221,44,84,7
46,XIAN,SHANGHAI,7.3,34.12N,108.54E,31.15N,121.29E,1221,29,84,10
47,XIAN,SHANGHAI,11.7,34.12N,108.54E,31.15N,121.29E,1221,140,81,1
47,XIAN,SHANGHAI,11.7,34.12N,108.54E,31.15N,121.29E,1221,140,81,7
47,XIAN,SHANGHAI,11.7,34.12N,108.54E,31.15N,121.29E,1221,142,81,10
47,XIAN,SHANGHAI,11.7,34.12N,108.54E,31.15N,121.29E,1221,137,82,1
47,XIAN,SHANGHAI,11.7,34.12N,108.54E,31.15N,121.29E,1221,124,82,4
47,XIAN,SHANGHAI,11.7,34.12N,108.54E,31.15N,121.29E,1221,115,82,7
47,XIAN,SHANGHAI,11.7,34.12N,108.54E,31.15N,121.29E,1221,96,82,10
47,XIAN,SHANGHAI,11.7,34.12N,108.54E,31.15N,121.29E,1221,86,83,3
47,XIAN,SHANGHAI,11.7,34.12N,108.54E,31.15N,121.29E,1221,71,83,6
47,XIAN,SHANGHAI,11.7,34.12N,108.54E,31.15N,121.29E,1221,68,83,9
47,XIAN,SHANGHAI,11.7,34.12N,108.54E,31.15N,121.29E,1221,64,83,12
47,XIAN,SHANGHAI,11.7,34.12N,108.54E,31.15N,121.29E,1221,50,84,4
47,XIAN,SHANGHAI,11.7,34.12N,108.54E,31.15N,121.29E,1221,44,84,7
47,XIAN,SHANGHAI,11.7,34.12N,108.54E,31.15N,121.29E,1221,29,84,10
48,DERBY,ALICE SPR.,6.8,17.19S,123.39E,23.32S,133.41E,1253,61,78,1
48,DERBY,ALICE SPR.,6.8,17.19S,123.39E,23.32S,133.41E,1253,77,78,4
48,DERBY,ALICE SPR.,6.8,17.19S,123.39E,23.32S,133.41E,1253,97,78,7
48,DERBY,ALICE SPR.,6.8,17.19S,123.39E,23.32S,133.41E,1253,111,78,10
49,BOMBAY,TRIVANDRUM,11.8,19.11N,72.49E,8.29N,76.59E,1272,165,79,12
49,BOMBAY,TRIVANDRUM,11.8,19.11N,72.49E,8.29N,76.59E,1272,164,80,1
50,SHANNON,LUECHOW,5.5,52.42N,8.54W,52.59N,11.13E,1347,65,71,7
50,SHANNON,LUECHOW,5.5,52.42N,8.54W,52.59N,11.13E,1347,66,71,10
50,SHANNON,LUECHOW,5.5,52.42N,8.54W,52.59N,11.13E,1347,71,72,1
50,SHANNON,LUECHOW,5.5,52.42N,8.54W,52.59N,11.13E,1347,73,72,4
50,SHANNON,LUECHOW,5.5,52.42N,8.54W,52.59N,11.13E,1347,68,72,7
50,SHANNON,LUECHOW,5.5,52.42N,8.54W,52.59N,11.13E,1347,61,72,10
50,SHANNON,LUECHOW,5.5,52.42N,8.54W,52.59N,11.13E,1347,51,73,1
50,SHANNON,LUECHOW,5.5,52.42N,8.54W,52.59N,11.13E,1347,43,73,4
50,SHANNON,LUECHOW,5.5,52.42N,8.54W,52.59N,11.13E,1347,38,73,7
50,SHANNON,LUECHOW,5.5,52.42N,8.54W,52.59N,11.13E,1347,33,73,10
50,SHANNON,LUECHOW,5.5,52.42N,8.54W,52.59N,11.13E,1347,33,74,1
50,SHANNON,LUECHOW,5.5,52.42N,8.54W,52.59N,11.13E,1347,34,74,4
50,SHANNON,LUECHOW,5.5,52.42N,8.54W,52.59N,11.13E,1347,34,74,7
51,PORI,BOCKHACKEN,6.1,61.28N,21.52E,51.07N,7.16E,1455,40,84,8
51,PORI,BOCKHACKEN,6.1,61.28N,21.52E,51.07N,7.16E,1455,34,84,9
51,PORI,BOCKHACKEN,6.1,61.28N,21.52E,51.07N,7.16E,1455,29,84,10
51,PORI,BOCKHACKEN,6.1,61.28N,21.52E,51.07N,7.16E,1455,24,84,11
51,PORI,BOCKHACKEN,6.1,61.28N,21.52E,51.07N,7.16E,1455,18,85,3
51,PORI,BOCKHACKEN,6.1,61.28N,21.52E,51.07N,7.16E,1455,18,85,4
51,PORI,BOCKHACKEN,6.1,61.28N,21.52E,51.07N,7.16E,1455,17,85,5
51,PORI,BOCKHACKEN,6.1,61.28N,21.52E,51.07N,7.16E,1455,16,85,6
51,PORI,BOCKHACKEN,6.1,61.28N,21.52E,51.07N,7.16E,1455,12,85,10
51,PORI,BOCKHACKEN,6.1,61.28N,21.52E,51.07N,7.16E,1455,11,85,11
52,EKALA,CALCUTTA,11.8,7.06N,79.54E,22.27N,88.18E,1930,164,80,1
52,EKALA,CALCUTTA,11.8,7.06N,79.54E,22.27N,88.18E,1930,163,80,2
52,EKALA,CALCUTTA,11.8,7.06N,79.54E,22.27N,88.18E,1930,150,80,10
52,EKALA,CALCUTTA,11.8,7.06N,79.54E,22.27N,88.18E,1930,148,80,11
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,164,80,1
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,161,80,3
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,159,80,4
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,150,80,9
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,150,80,10
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,141,81,8
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,143,81,9
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,142,81,10
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,139,81,11
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,138,81,12
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,137,82,1
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,86,83,3
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,82,83,4
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,77,83,5
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,71,83,6
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,66,83,7
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,66,83,8
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,68,83,9
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,68,83,10
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,67,83,11
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,60,84,1
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,48,84,5
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,47,84,6
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,44,84,7
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,40,84,8
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,34,84,9
53,MASIRAH,DELHI,12.0,20.36N,58.53E,28.43N,77.12E,2056,17,85,5
54,MASIRAH,DELHI,15.3,20.36N,58.53E,28.43N,77.12E,2056,48,84,5
54,MASIRAH,DELHI,15.3,20.36N,58.53E,28.43N,77.12E,2056,47,84,6
54,MASIRAH,DELHI,15.3,20.36N,58.53E,28.43N,77.12E,2056,44,84,7
54,MASIRAH,DELHI,15.3,20.36N,58.53E,28.43N,77.12E,2056,40,84,8
54,MASIRAH,DELHI,15.3,20.36N,58.53E,28.43N,77.12E,2056,34,84,9
54,MASIRAH,DELHI,15.3,20.36N,58.53E,28.43N,77.12E,2056,24,84,11
54,MASIRAH,DELHI,15.3,20.36N,58.53E,28.43N,77.12E,2056,21,84,12
54,MASIRAH,DELHI,15.3,20.36N,58.53E,28.43N,77.12E,2056,19,85,2
54,MASIRAH,DELHI,15.3,20.36N,58.53E,28.43N,77.12E,2056,18,85,3
54,MASIRAH,DELHI,15.3,20.36N,58.53E,28.43N,77.12E,2056,17,85,5
55,MASIRAH,DELHI,17.8,20.36N,58.53E,28.43N,77.12E,2056,164,80,1
55,MASIRAH,DELHI,17.8,20.36N,58.53E,28.43N,77.12E,2056,161,80,3
55,MASIRAH,DELHI,17.8,20.36N,58.53E,28.43N,77.12E,2056,159,80,4
55,MASIRAH,DELHI,17.8,20.36N,58.53E,28.43N,77.12E,2056,150,80,9
55,MASIRAH,DELHI,17.8,20.36N,58.53E,28.43N,77.12E,2056,150,80,10
55,MASIRAH,DELHI,17.8,20.36N,58.53E,28.43N,77.12E,2056,140,81,1
56,ANKARA,CHATTONAYE,15.2,39.54N,30.42E,46.46N,6.57E,2057,40,84,8
56,ANKARA,CHATTONAYE,15.2,39.54N,30.42E,46.46N,6.57E,2057,34,84,9
56,ANKARA,CHATTONAYE,15.2,39.54N,30.42E,46.46N,6.57E,2057,29,84,10
57,KAVALLA,CROWSLEY PK,11.7,40.58N,24.21E,51.31N,0.57W,2255,129,82,3
58,MASIRAH,TRIVANDRUM,12.0,20.36N,58.53E,8.29N,76.59E,2365,155,80,6
58,MASIRAH,TRIVANDRUM,12.0,20.36N,58.53E,8.29N,76.59E,2365,150,80,9
58,MASIRAH,TRIVANDRUM,12.0,20.36N,58.53E,8.29N,76.59E,2365,143,81,5
58,MASIRAH,TRIVANDRUM,12.0,20.36N,58.53E,8.29N,76.59E,2365,142,81,6
58,MASIRAH,TRIVANDRUM,12.0,20.36N,58.53E,8.29N,76.59E,2365,140,81,7
58,MASIRAH,TRIVANDRUM,12.0,20.36N,58.53E,8.29N,76.59E,2365,141,81,8
59,MASIRAH,TRIVANDRUM,15.3,20.36N,58.53E,8.29N,76.59E,2365,165,79,12
59,MASIRAH,TRIVANDRUM,15.3,20.36N,58.53E,8.29N,76.59E,2365,164,80,1
60,ANKARA,JURBISE,15.2,39.54N,30.42E,50.33N,3.56E,2389,40,84,8
60,ANKARA,JURBISE,15.2,39.54N,30.42E,50.33N,3.56E,2389,34,84,9
60,ANKARA,JURBISE,15.2,39.54N,30.42E,50.33N,3.56E,2389,29,84,10
60,ANKARA,JURBISE,15.2,39.54N,30.42E,50.33N,3.56E,2389,24,84,11
60,ANKARA,JURBISE,15.2,39.54N,30.42E,50.33N,3.56E,2389,19,85,2
60,ANKARA,JURBISE,15.2,39.54N,30.42E,50.33N,3.56E,2389,18,85,3
60,ANKARA,JURBISE,15.2,39.54N,30.42E,50.33N,3.56E,2389,18,85,4
60,ANKARA,JURBISE,15.2,39.54N,30.42E,50.33N,3.56E,2389,14,85,8
61,EKALA,DELHI,15.1,7.06N,79.54E,28.43N,77.12E,2420,164,80,1
61,EKALA,DELHI,15.1,7.06N,79.54E,28.43N,77.12E,2420,143,81,9
61,EKALA,DELHI,15.1,7.06N,79.54E,28.43N,77.12E,2420,137,82,1
62,PORO,BEIJING,17.8,16.37N,120.17E,39.57N,116.27E,2621,124,82,4
62,PORO,BEIJING,17.8,16.37N,120.17E,39.57N,116.27E,2621,115,82,7
62,PORO,BEIJING,17.8,16.37N,120.17E,39.57N,116.27E,2621,96,82,10
63,TINANG,BEIJING,9.6,15.21N,120.37E,39.57N,116.27E,2765,86,83,3
63,TINANG,BEIJING,9.6,15.21N,120.37E,39.57N,116.27E,2765,71,83,6
63,TINANG,BEIJING,9.6,15.21N,120.37E,39.57N,116.27E,2765,68,83,9
63,TINANG,BEIJING,9.6,15.21N,120.37E,39.57N,116.27E,2765,64,83,12
63,TINANG,BEIJING,9.6,15.21N,120.37E,39.57N,116.27E,2765,50,84,4
63,TINANG,BEIJING,9.6,15.21N,120.37E,39.57N,116.27E,2765,44,84,7
63,TINANG,BEIJING,9.6,15.21N,120.37E,39.57N,116.27E,2765,29,84,10
64,TINANG,BEIJING,11.7,15.21N,120.37E,39.57N,116.27E,2765,115,82,7
64,TINANG,BEIJING,11.7,15.21N,120.37E,39.57N,116.27E,2765,96,82,10
64,TINANG,BEIJING,11.7,15.21N,120.37E,39.57N,116.27E,2765,86,83,3
64,TINANG,BEIJING,11.7,15.21N,120.37E,39.57N,116.27E,2765,71,83,6
64,TINANG,BEIJING,11.7,15.21N,120.37E,39.57N,116.27E,2765,68,83,9
64,TINANG,BEIJING,11.7,15.21N,120.37E,39.57N,116.27E,2765,64,83,12
64,TINANG,BEIJING,11.7,15.21N,120.37E,39.57N,116.27E,2765,50,84,4
64,TINANG,BEIJING,11.7,15.21N,120.37E,39.57N,116.27E,2765,44,84,7
64,TINANG,BEIJING,11.7,15.21N,120.37E,39.57N,116.27E,2765,29,84,10
65,TINANG,BEIJING,12.0,15.21N,120.37E,39.57N,116.27E,2765,143,81,4
65,TINANG,BEIJING,12.0,15.21N,120.37E,39.57N,116.27E,2765,140,81,7
65,TINANG,BEIJING,12.0,15.21N,120.37E,39.57N,116.27E,2765,142,81,10
65,TINANG,BEIJING,12.0,15.21N,120.37E,39.57N,116.27E,2765,137,82,1
65,TINANG,BEIJING,12.0,15.21N,120.37E,39.57N,116.27E,2765,124,82,4
65,TINANG,BEIJING,12.0,15.21N,120.37E,39.57N,116.27E,2765,115,82,7
65,TINANG,BEIJING,12.0,15.21N,120.37E,39.57N,116.27E,2765,96,82,10
65,TINANG,BEIJING,12.0,15.21N,120.37E,39.57N,116.27E,2765,86,83,3
65,TINANG,BEIJING,12.0,15.21N,120.37E,39.57N,116.27E,2765,71,83,6
65,TINANG,BEIJING,12.0,15.21N,120.37E,39.57N,116.27E,2765,68,83,9
65,TINANG,BEIJING,12.0,15.21N,120.37E,39.57N,116.27E,2765,64,83,12
65,TINANG,BEIJING,12.0,15.21N,120.37E,39.57N,116.27E,2765,50,84,4
65,TINANG,BEIJING,12.0,15.21N,120.37E,39.57N,116.27E,2765,44,84,7
65,TINANG,BEIJING,12.0,15.21N,120.37E,39.57N,116.27E,2765,29,84,10
66,TINANG,BEIJING,15.4,15.21N,120.37E,39.57N,116.27E,2765,140,81,1
66,TINANG,BEIJING,15.4,15.21N,120.37E,39.57N,116.27E,2765,143,81,4
66,TINANG,BEIJING,15.4,15.21N,120.37E,39.57N,116.27E,2765,140,81,7
